Object Number,Is Highlight,Is Timeline Work,Is Public Domain,Object ID,Gallery Number,Department,AccessionYear,Object Name,Title,Culture,Period,Dynasty,Reign,Portfolio,Constituent ID,Artist Role,Artist Prefix,Artist Display Name,Artist Display Bio,Artist Suffix,Artist Alpha Sort,Artist Nationality,Artist Begin Date,Artist End Date,Artist Gender,Artist ULAN URL,Artist Wikidata URL,Object Date,Object Begin Date,Object End Date,Medium,Dimensions,Credit Line,Geography Type,City,State,County,Country,Region,Subregion,Locale,Locus,Excavation,River,Classification,Rights and Reproduction,Link Resource,Object Wikidata URL,Metadata Date,Repository,Tags,Tags AAT URL,Tags Wikidata URL
47.14(8),False,False,False,633579,,Drawings and Prints,1947,Print,"Anatomical frontal view of a man, from Icones Anatomicae (New York Academy of Medicine and Munich, University Library, 1934)",,,,,,160389175581882578825,Publisher|Publisher|Author|Artist, | | |After,"New York Academy of Medicine, NY|Library of the University of Munich|Andreas Vesalius|John of Calcar (John Stephen Calcar)"," | |Flemish, Brussels 1514–1564 Zakynthos, Greece|Netherlandish, Calcar, Cleves 1499–1546/50 Naples (active Italy)", | | | ,"New York Academy of Medicine|Library of the University of Munich|Vesalius, Andreas|Calcar, Jan Stephen", | |Flemish|Netherlandish,          |          |1514      |1499      ,          |          |1564      |1550      ,|||,||http://vocab.getty.edu/page/ulan/500327607|http://vocab.getty.edu/page/ulan/500026055,||https://www.wikidata.org/wiki/Q170267|https://www.wikidata.org/wiki/Q1397369,1543 (printed 1934),1543,1543,Woodcut,Sheet: 21 7/16 × 15 1/16 in. (54.5 × 38.3 cm) folded,"Gift of the New York Academy of Medicine, 1947",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/633579,,,"Metropolitan Museum of Art, New York, NY",,,
29.110.68,False,False,True,40725,,Asian Art,1929,Candlestick,,China,"Qing dynasty (1644–1911), Qianlong period (1736–95)",,,,,,,,,,,,,,,,,,1736,1795,Cloisonné enamel on copper,H. 14 3/8 in. (36.5 cm); Diam. 6 1/8 in. (15.6 cm),"Gift of Edward G. Kennedy, 1929",,,,,,,,,,,,Cloisonné,,http://www.metmuseum.org/art/collection/search/40725,,,"Metropolitan Museum of Art, New York, NY",,,
74.57.3,False,False,False,244784,,Greek and Roman Art,1874,Bowl,Bowl,Cypriot,Early Bronze Age,,,,,,,,,,,,,,,,,ca. 3200–2000 BCE,-3200,-2000,Terracotta,H.: 6 in. (15.2 cm),"The Cesnola Collection, Purchased by subscription, 1874–76",,,,,,,,,,,,Vases,,http://www.metmuseum.org/art/collection/search/244784,,,"Metropolitan Museum of Art, New York, NY",,,
1994.253.676,False,False,False,283507,,Photographs,1994,Contact Sheet; Photocopy,"[27 Portraits of a Young Woman, Possibly Dorothy Harvey]",,,,,,16186,Artist, ,Walker Evans,"American, St. Louis, Missouri 1903–1975 New Haven, Connecticut", ,"Evans, Walker",American,1903      ,1975      ,,http://vocab.getty.edu/page/ulan/500012076,https://www.wikidata.org/wiki/Q363308,1950s,1950,1959,Photocopy,,"Walker Evans Archive, 1994",,,,,,,,,,,,Ephemera,"© Walker Evans Archive, The Metropolitan Museum of Art",http://www.metmuseum.org/art/collection/search/283507,,,"Metropolitan Museum of Art, New York, NY",,,
"Burdick 218, N224.355",False,False,True,725107,,Drawings and Prints,1963,Print,"Captain, Royal Horse Guards, Blue, England, 1879, from the Military Series (N224) issued by Kinney Tobacco Company to promote Sweet Caporal Cigarettes",,,,,,17537,Publisher,Issued by,Kinney Brothers Tobacco Company, , ,Kinney Brothers Tobacco Company,American,1869      ,2011      ,,,,1888,1888,1888,Commercial color lithograph,Sheet: 2 3/4 × 1 1/2 in. (7 × 3.8 cm),"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",,,,,,,,,,,,Prints|Ephemera,,http://www.metmuseum.org/art/collection/search/725107,,,"Metropolitan Museum of Art, New York, NY",Military|Men|Profiles,http://vocab.getty.edu/page/aat/300137540|http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300123319,https://www.wikidata.org/wiki/Q8473|https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q4382010
1975.1.1006,False,False,True,460190,950,Robert Lehman Collection,1975,Dish,Dish (coppa): The story of Aeneas: Queen Dido of Carthage welcomes Aeneas and his son.,"Italian, Castel Durante",,,,,13546,Artist,possibly,workshop of Giovanni Maria Vasaro,"Italian (Castel Durante), active early 16th century", ,Vasaro Giovanni Maria, ,1500      ,1530      ,,,,ca. 1520,1517,1523,Maiolica (tin-glazed earthenware),Diameter: 10 1/16 in. (25.5 cm),"Robert Lehman Collection, 1975",,,,,,,,,,,,Ceramics-Pottery,,http://www.metmuseum.org/art/collection/search/460190,https://www.wikidata.org/wiki/Q116245897,,"Metropolitan Museum of Art, New York, NY",Queens|Aeneas|Women,http://vocab.getty.edu/page/aat/300025483|http://vocab.getty.edu/page/ia/901000142|http://vocab.getty.edu/page/aat/300025943,https://www.wikidata.org/wiki/Q16511993|https://www.wikidata.org/wiki/Q82732|https://www.wikidata.org/wiki/Q467
10.130.2399,False,False,False,556076,109,Egyptian Art,1910,Turtle amulet,Turtle amulet,,Middle Kingdom–Second Intermediate Period,Dynasty 12–17,,,,,,,,,,,,,,,,ca. 1981–1550 B.C.,-1981,-1550,Amethyst,L. 0.5 × W. 0.3 cm (3/16 × 1/8 in.),"Gift of Helen Miller Gould, 1910",From,,,,Egypt,,,,,,,,,http://www.metmuseum.org/art/collection/search/556076,https://www.wikidata.org/wiki/Q116431522,,"Metropolitan Museum of Art, New York, NY",,,
26.28.91,False,False,True,821408,,Drawings and Prints,1926,Print,The balloon seller,,,,,,17555,Artist, ,Henri Patrice Dillon,"French, San Francisco 1851–1909 Paris", ,"Dillon, Henri Patrice",French,1851      ,1909      ,,http://vocab.getty.edu/page/ulan/500004090,https://www.wikidata.org/wiki/Q994596,1870–1909,1870,1909,Color lithograph,Sheet: 16 1/8 × 12 1/16 in. (41 × 30.7 cm),"Gift of Bella C. Landauer, 1926",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/821408,,,"Metropolitan Museum of Art, New York, NY",Men|Women|Balloons,http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300025943|http://vocab.getty.edu/page/aat/300264568,https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q467|https://www.wikidata.org/wiki/Q9706
02.18.277,False,False,True,43685,,Asian Art,1902,Harpoon head,,"North America (Alaska, Cape Prince of Wales)",Prehistoric,,,,,,,,,,,,,,,,,,1902,1902,Nephrite,H. 2 11/16 in. (6.8 cm); W. 1 3/8 in. (3.5 cm); D. 1/8 in. (0.3 cm),"Gift of Heber R. Bishop, 1902",,,,,,,,,,,,Jade,,http://www.metmuseum.org/art/collection/search/43685,,,"Metropolitan Museum of Art, New York, NY",,,
48.101.2165,False,False,False,769043,,Islamic Art,1948,Fragment,Ceramic Fragment,,,,,,,,,,,,,,,,,,,8th–12th century,700,1199,"Earthenware; white slipped, painted with glaze and covered in a yellow glaze","Ht. 1 7/8 in. (4.8 cm)
Diam. 3 1/4 in. (8.3 cm)
Th. 1/4 in. (0.6 cm)","Rogers Fund, 1948",Excavated in,Nishapur,,,Iran,,,,,,,Ceramics,,http://www.metmuseum.org/art/collection/search/769043,,,"Metropolitan Museum of Art, New York, NY",,,
12.180.344,False,False,True,551764,,Egyptian Art,1912,"Chisel, carpenter's",Carpenter's Chisel,,New Kingdom,Dynasty 18,reign of Amenhotep III,,,,,,,,,,,,,,,ca. 1390–1352 B.C.,-1390,-1352,Bronze,L. 16.2 cm (6 3/8 in),"Rogers Fund, 1912",From,,,,Egypt,"Upper Egypt, Thebes",Malqata,Palace of Amenhotep III,,"MMA excavations, 1911–12",,,,http://www.metmuseum.org/art/collection/search/551764,,,"Metropolitan Museum of Art, New York, NY",,,
1986.1182,False,False,False,347472,,Drawings and Prints,1986,Print,La Belle European,,,,,,16220,Artist, ,Jules Pascin,"American (born Bulgaria), Vidin 1885–1930 Paris", ,"Pascin, Jules","American, born Bulgaria",1885      ,1930      ,,http://vocab.getty.edu/page/ulan/500028526,https://www.wikidata.org/wiki/Q469063,1925,1925,1925,Drypoint,"plate: 5 3/4 x 3 3/4 in. (14.6 x 9.5 cm)
sheet: 14 7/8 x 11 1/8 in. (37.8 x 28.3 cm)","Gift of Harriett S. Hoptner,1986",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/347472,,,"Metropolitan Museum of Art, New York, NY",,,
1985.137,False,False,True,469896,014,The Cloisters,1985,Reliquary pendant,Reliquary Pendant with Hounds Coursing a Hare,German,,,,,,,,,,,,,,,,,,late 14th century,1350,1399,"Silver, gilded silver, and niello",Overall: 2 1/4 x 1 x 1/4 in. (5.7 x 2.5 x 0.7 cm),"Gift of Rainer M. Zietz, 1985",Made in,,,Lower Rhineland,Germany,,,,,,,Metalwork-Silver,,http://www.metmuseum.org/art/collection/search/469896,https://www.wikidata.org/wiki/Q116410541,,"Metropolitan Museum of Art, New York, NY",Dogs,http://vocab.getty.edu/page/aat/300265714,https://www.wikidata.org/wiki/Q144
63.350.208.145.5.155,False,False,True,647584,,Drawings and Prints,1963,Photograph,"Card Number 343, Mlle. Zephiry, from the Actors and Actresses series (N145-5) issued by Duke Sons & Co. to promote Cameo Cigarettes",,,,,,10567,Publisher,Issued by,"W. Duke, Sons & Co.","New York and Durham, N.C.", ,"Duke, W. Sons & Co.",American,1870      ,1920      ,,(not assigned),https://www.wikidata.org/wiki/Q66734555,1880s,1880,1889,Albumen photograph,Sheet: 2 11/16 × 1 3/8 in. (6.8 × 3.5 cm),"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",,,,,,,,,,,,Photographs|Ephemera,,http://www.metmuseum.org/art/collection/search/647584,,,"Metropolitan Museum of Art, New York, NY",Portraits|Women|Actresses,http://vocab.getty.edu/page/aat/300015637|http://vocab.getty.edu/page/aat/300025943|http://vocab.getty.edu/page/aat/300025658,https://www.wikidata.org/wiki/Q134307|https://www.wikidata.org/wiki/Q467|https://www.wikidata.org/wiki/Q21169216
50.602.534,False,False,False,785915,,Drawings and Prints,1950,Cut paper,"The Lewis family: Mr. and Mrs. Charles H. Lewis and their son, Benjamin Francklin Lewis",,,,,,16186,Artist, ,Auguste Edouart,"French, 1789–1861", ,"Edouart, Auguste",French,1789      ,1861      ,,http://vocab.getty.edu/page/ulan/500119964,https://www.wikidata.org/wiki/Q2870949,1844,1844,1844,Cut paper silhouette,"Image: 8 3/16 × 10 1/4 in. (20.8 × 26 cm)
Sheet: 10 7/8 × 11 15/16 in. (27.6 × 30.3 cm)","Glenn Tilley Morse Collection, Bequest of Glenn Tilley Morse, 1950",,,,,,,,,,,,Cut Paper|Ephemera,,http://www.metmuseum.org/art/collection/search/785915,,,"Metropolitan Museum of Art, New York, NY",,,
14.3.363,False,False,True,546582,,Egyptian Art,1914,Sealing,Sealing,,Middle Kingdom,Dynasty 11–13,,,,,,,,,,,,,,,,ca. 2030–1640 B.C.,-2030,-1640,Clay (unfired),,"Rogers Fund and Edward S. Harkness Gift, 1914",From,,,,Egypt,Memphite Region,Lisht South,Pyramid complex of Senwosret I,north temple gateway,"MMA excavations, 1913–14",,,,http://www.metmuseum.org/art/collection/search/546582,,,"Metropolitan Museum of Art, New York, NY",,,
28.28.1,False,False,True,333891,,Drawings and Prints,1928,Print,Triumph of Galatea,,,,,,16171,Artist, ,Pierre Brebiette,"French, Mantes-sur-Seine ca. 1598–1642 Paris", ,"Brebiette, Pierre",French,1598      ,1642      ,,http://vocab.getty.edu/page/ulan/500003938,https://www.wikidata.org/wiki/Q3384223,1610–42,1610,1642,Etching,Sheet: 4 13/16 x 6 15/16 in. (12.3 x 17.7cm),"Harris Brisbane Dick Fund, 1928",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/333891,,,"Metropolitan Museum of Art, New York, NY",Bow and Arrow|Cupid|Galatea, |http://vocab.getty.edu/page/aat/300380105| ,https://www.wikidata.org/wiki/Q19827042|https://www.wikidata.org/wiki/Q5011|https://www.wikidata.org/wiki/Q241070
"Burdick 218, N228.99",False,False,True,727230,,Drawings and Prints,1963,Print,"Palaquin, from the Novelties series (N228, Type 4) issued by Kinney Bros.",,,,,,17537,Publisher,Issued by,Kinney Brothers Tobacco Company, , ,Kinney Brothers Tobacco Company,American,1869      ,2011      ,,,,1889,1889,1889,Commercial color lithograph,Sheet: 2 7/16 × 1 3/8 in. (6.2 × 3.5 cm),"The Jefferson R. Burdick Collection, Gift of Jefferson R. Burdick",,,,,,,,,,,,Prints|Ephemera,,http://www.metmuseum.org/art/collection/search/727230,,,"Metropolitan Museum of Art, New York, NY",Women,http://vocab.getty.edu/page/aat/300025943,https://www.wikidata.org/wiki/Q467
1972.22,False,False,True,205456,,European Sculpture and Decorative Arts,1972,Musical bracket or table clock,Musical bracket or table clock,"British, London",,,,,3363,Maker,Clockmaker:,Eardley Norton,"British, Lincolnshire 1728–1792 London", ,"Norton, Eardley",British,1728      ,1792      ,,(not assigned),https://www.wikidata.org/wiki/Q76333410,ca. 1780–94,1775,1799,"Tortoiseshell and engraved crystal, gilt-bronze mounts",Height: 16 1/2 in. (41.9 cm),"Gift of Irwin Untermyer, 1972",,,,,,,,,,,,Horology,,http://www.metmuseum.org/art/collection/search/205456,,,"Metropolitan Museum of Art, New York, NY",Men|Women|Female Nudes,http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300025943|http://vocab.getty.edu/page/aat/300189568,https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q467|https://www.wikidata.org/wiki/Q40446
JP1724,False,False,True,56035,,Asian Art,1929,Print,"「美南見十二候」　五月 |The Fifth Month, from the series Twelve Months in the Southern Pleasure District (Minami jūni kō) ",Japan,Edo period (1615–1868),,,,1138,Artist, ,Torii Kiyonaga,"Japanese, 1752–1815", ,Torii Kiyonaga,Japanese,1752      ,1815      ,,http://vocab.getty.edu/page/ulan/500058786,https://www.wikidata.org/wiki/Q427642,1784,1784,1784,Left sheet of a diptych of woodblock prints; ink and color on paper ,14 7/8 x 9 15/16in. (37.8 x 25.2cm),"H. O. Havemeyer Collection, Bequest of Mrs. H. O. Havemeyer, 1929",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/56035,,,"Metropolitan Museum of Art, New York, NY",Fans|Women,http://vocab.getty.edu/page/aat/300258857|http://vocab.getty.edu/page/aat/300025943,https://www.wikidata.org/wiki/Q193220|https://www.wikidata.org/wiki/Q467
2006.460.1,False,False,False,130810,,Costume Institute,2006,Blouse,Blouse,British,,,,,2027,Designer, ,Vivienne Westwood,"British, 1941–2022", ,"Westwood, Vivienne",British,1941      ,2022      ,Female,http://vocab.getty.edu/page/ulan/500287029,https://www.wikidata.org/wiki/Q158067,1994–96,1994,1996,"cotton, plastic",,"Gift of Jo Charnuis Cheng, 2006",,,,,,,,,,,,,,http://www.metmuseum.org/art/collection/search/130810,,,"Metropolitan Museum of Art, New York, NY",,,
"95.14.17a, b",False,False,True,188004,,European Sculpture and Decorative Arts,1895,Box,Box,"French, Paris",,,,,,,,,,,,,,,,,,1787–88,1787,1788,"Gold, crystal",1 × 2 3/8 in. (2.5 × 6 cm),"The Moses Lazarus Collection, Gift of Josephine and Sarah Lazarus, in memory of their father, 1888-95",,,,,,,,,,,,Metalwork-Gold and Platinum,,http://www.metmuseum.org/art/collection/search/188004,,,"Metropolitan Museum of Art, New York, NY",Garlands,http://vocab.getty.edu/page/aat/300167386,https://www.wikidata.org/wiki/Q756600
48.101.444,False,False,True,741229,,Islamic Art,1948,Fragment,Stucco Fragment,,,,,,,,,,,,,,,,,,,probably 8th–12th century,800,1300,"Stucco; carved, painted","H. 2 15/16 in. (7.5 cm)
W. 2 3/16 in. (5.5 cm)
D. 9/16 in. (1.5 cm)","Rogers Fund, 1948",Excavated in,Nishapur,,,Iran,,,,,,,Stucco,,http://www.metmuseum.org/art/collection/search/741229,,,"Metropolitan Museum of Art, New York, NY",,,
C.I.49.46.2,False,False,True,89681,,Costume Institute,1949,Headdress,Headdress,European,,,,,,,,,,,,,,,,,,19th century,1800,1899,"cotton, metal thread",,"Gift of Mr. and Mrs. Clarence Stein, 1949",,,,,,,,,,,,,,http://www.metmuseum.org/art/collection/search/89681,,,"Metropolitan Museum of Art, New York, NY",,,
33.35.46,False,True,True,322908,,Ancient Near Eastern Art,1933,Earring,Earring,Sumerian,Early Dynastic IIIa,,,,,,,,,,,,,,,,,ca. 2600–2500 BCE,-2600,-2500,Gold,3 × 3 1/8 × 1 9/16 in. (7.6 × 8 × 4 cm),"Dodge Fund, 1933",,,,,,Mesopotamia,Ur (modern Tell al-Muqayyar),,,,,Metalwork-Ornaments,,http://www.metmuseum.org/art/collection/search/322908,,,"Metropolitan Museum of Art, New York, NY",,,
33.84(4.151),False,False,False,433352,,Drawings and Prints,1933,Print collection ornament & architecture,"A faun at the left of a console topped with a sphinx at lower right, from Grotesques et mauresques à la romaine, plate 6, bound in Oeuvres. Vol. IV",,,,,Grotesques et mauresques à la romaine,841227766,Artist|Publisher, | ,Jean Le Pautre|Pierre Mariette le fils,"French, Paris 1618–1682 Paris|French, Paris 1634–1716 Paris", | ,"Le Pautre, Jean|Mariette, Pierre le fils",French|French,1618      |1634      ,1682      |1716      ,|,http://vocab.getty.edu/page/ulan/500122209|http://vocab.getty.edu/page/ulan/500073206,|https://www.wikidata.org/wiki/Q21638159,17th century,1633,1682,Etching,"Sheet: 13 3/8 × 7 7/8 in. (34 × 20 cm)
Plate: 8 7/8 × 6 1/16 in. (22.5 × 15.4 cm)","Harris Brisbane Dick Fund, 1933",,Paris,,,,,,,,,,Prints|Ornament & Architecture,,http://www.metmuseum.org/art/collection/search/433352,,,"Metropolitan Museum of Art, New York, NY",,,
2018.839.93,False,False,False,390309,,Drawings and Prints,2018,Drawing ; Ornament and architecture,House Elevation and Plan,,,,,,10132,Architect, ,Arthur Little,"American, Boston, Massachusetts 1852–1925 Boston, Massachusetts", ,"Little, Arthur",American,1852      ,1925      ,,http://vocab.getty.edu/page/ulan/500078611,https://www.wikidata.org/wiki/Q52222622,ca. 1877,1872,1882,Pen and ink,Sheet: 8 7/8 × 8 7/8 in. (22.5 × 22.6 cm),"Bequest of Herbert Mitchell, 2008",,,,,,,,,,,,Drawings|Ornament & Architecture,,http://www.metmuseum.org/art/collection/search/390309,,,"Metropolitan Museum of Art, New York, NY",Architecture|Houses,http://vocab.getty.edu/page/aat/300263552|http://vocab.getty.edu/page/aat/300005433,https://www.wikidata.org/wiki/Q12271|https://www.wikidata.org/wiki/Q3947
36.12.13,False,False,True,679141,,Drawings and Prints,1936,Print,"Nous voilà libres...qu'est-ce que nous allons devenir?, from Actualités, published in Le Charivari, March 16, 1858",,,,,Actualités,990461618087578,Publisher|Artist|Printer, | | ,Aaron Martinet|Honoré Daumier|Destouches,"French, 1762–1841|French, Marseilles 1808–1879 Valmondois|Paris", | | ,"Martinet, Aaron|Daumier, Honoré|Destouches",French|French|French,1762      |1808      |1800      ,1841      |1879      |1900      ,||,(not assigned)|http://vocab.getty.edu/page/ulan/500117998|,https://www.wikidata.org/wiki/Q29909060|https://www.wikidata.org/wiki/Q187506|,"March 16, 1858",1858,1858,Lithograph on newsprint; third state of three (Delteil),"Sheet: 10 in. × 14 3/16 in. (25.4 × 36.1 cm)
Image: 8 1/8 × 9 13/16 in. (20.6 × 25 cm)","Harris Brisbane Dick Fund, 1936",,,,,,,,,,,,Prints,,http://www.metmuseum.org/art/collection/search/679141,,,"Metropolitan Museum of Art, New York, NY",Men|Women,http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300025943,https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q467
2022.302,False,False,True,883955,,Musical Instruments,2022,Ritual Conch Shell Trumpet (Dung-Dkar),Ritual Conch Shell Trumpet (Dung-Dkar),Tibet,,,,,,,,,,,,,,,,,,19th Century,19,19,"Conch shell, silver, turquoise and coral",22cm long,"Purchase, Josephine L. Berger-Nadler Art Acquisitions Fund and Various 
Donors Art Acquisitions Fund, 2022
",,,,,,,,,,,,Musical instruments,,http://www.metmuseum.org/art/collection/search/883955,,,"Metropolitan Museum of Art, New York, NY",,,
39.184.51,False,False,False,10016,,The American Wing,1939,Book,"Book: The Works of Virgil (P. Virgilii Maronis Opera, Volume II of four volumes)",German,,,,,229,Author,Authored by,Publius Virgilius Maro,70–19 BCE, ,"Maro, Publius Virgilius", ,-0070     ,-0019     ,,,https://www.wikidata.org/wiki/Q1398,1767–75 (edition),1767,1775,Paper,Dimensions unavailable,"Gift of James DeLancey Verplanck and John Bayard Rodgers Verplanck,  1939",Made in,Leipzig,,,Germany,,,,,,,,,http://www.metmuseum.org/art/collection/search/10016,,,"Metropolitan Museum of Art, New York, NY",,,
